	えぬいーえる	0
ジェバンニ	じぇばんに	0
ジェバンニP	じぇばんにぴー	0
ジェバンニが14分でやらかしました	じぇばんにがじゅうよんふんでやらかしました	1
ジェバンニが19分でやらかしました	じぇばんにがじゅうきゅうふんでやらかしました	0
ジェバンニがやってくれました	じぇばんにがやってくれました	1
ジェバンニが一晩でやってくれました	じぇばんにがひとばんでやってくれました	0
ジェバンニが一晩でやらかしてくれました	じぇばんにがひとばんでやらかしてくれました	0
ジェバンニが一晩でやらされました	じぇばんにがひとばんでやらされました	0
ジェバンニが光速でやってくれました	じぇばんにがこうそくでやってくれました	0
ジェバンニが数分でやってくれました	じぇばんにがすうふんでやってくれました	0
ジェバンニが神父までやってくれました	じぇばんにがしんぷまでやってくれました	0
ジェバンニート	じぇばんにーと	0
ジェバンニ神父	じぇばんにしんぷ	1
ジェビル	じぇびる	0
ジェフ	じぇふ	0
ジェフザキラー	じぇふざきらー	1
ジェフユナイテッド	じぇふゆないてっど	1
ジェフユナイテッド千葉	じぇふゆないてっどちば	1
ジェフユナイテッド市原	じぇふゆないてっどいちはら	1
ジェフユナイテッド市原・千葉	じぇふゆないてっどいちはらちば	0
ジェフユナイテッド市原・千葉リザーブズ	じぇふゆないてっどいちはらちばりざーぶず	0
ジェフリザーブズ	じぇふりざーぶず	1
ジェフリー	じぇふりー	0
ジェフリーダーマー	じぇふりーだーまー	1
ジェフリー・エプスタイン	じぇふりーえぷすたいん	0
ジェフリー・ダーマー	じぇふりーだーまー	0
ジェフリー・ダーマー(淫夢)	じぇふりーだーまー	0
ジェフリー・バトル	じぇふりーばとる	0
ジェフリー・マルテ	じぇふりーまるて	0
ジェフリー・ヤン	じぇふりーやん	0
ジェフ・アダルトマン	じぇふあだるとまん	0
ジェフ・ウィリアムス	じぇふうぃりあむす	0
ジェフ・サマージャ	じぇふさまーじゃ	0
ジェフ・ザ・キラー	じぇふざきらー	0
ジェフ・トレーシー	じぇふとれーしー	0
ジェフ・ベゾス	じぇふべぞす	0
ジェフ・ベック	じぇふべっく	0
ジェフ・ポーカロ	じぇふぽーかろ	1
ジェフ・マクニール	じぇふまくにーる	0
ジェフ・マークス	じぇふまーくす	0
ジェフ千葉	じぇふちば	1
ジェフ市原	じぇふいちはら	1
ジェヘナ	じぇへな	0
ジェヘナ(wotaku)	じぇへな	1
ジェベル	じぇべる	0
ジェミニ	じぇみに	0
ジェミニ(自動車)	じぇみに	1
ジェミニなら仕方ない	じぇみにならしかたない	1
ジェミニの人	じぇみにのひと	1
ジェミニア	じぇみにあ	0
ジェミニオン・レイ	じぇみにおんれい	1
ジェミニサンダー	じぇみにさんだー	0
ジェミニスパーク	じぇみにすぱーく	1
ジェミニノイズ	じぇみにのいず	0
ジェミニマン	じぇみにまん	1
ジェミニ・スパーク	じぇみにすぱーく	0
ジェミニ・ゾディアーツ	じぇみにぞでぃあーつ	1
ジェミニ・バーテックス	じぇみにばーてっくす	0
ジェミニ計画	じぇみにけいかく	0
ジェミニ部長	じぇみにぶちょう	0
ジェミノイド	じぇみのいど	0
ジェミー	じぇみー	0
ジェミー(アイドルマスター)	じぇみー	0
ジェミー・ヘメロス	じぇみーへめろす	0
ジェム	じぇむ	0
ジェムカン	じぇむかん	1
ジェムズガン	じぇむずがん	0
ジェムナイト	じぇむないと	0
ジェムナイト・パール	じぇむないとぱーる	0
ジェモ	じぇも	0
ジェラ	じぇら	1
ジェラシット	じぇらしっと	0
ジェラシー	じぇらしー	1
ジェラシースター	じぇらしーすたー	0
ジェラトーニ	じぇらとーに	0
ジェラルディーナ	じぇらるでぃーな	0
ジェラルド	じぇらるど	0
ジェラルド・R・フォード	じぇらるどあーるふぉーど	0
ジェラルド・ジェンドリン	じぇらるどじぇんどりん	0
ジェラルド・パーラ	じぇらるどぱーら	0
ジェラルド・ヴァルキリー	じぇらるどゔぁるきりー	0
ジェラート	じぇらーと	0
ジェラートの丘	じぇらーとのおか	0
ジェラート（ジョジョ）	じぇらーと	0
ジェラード	じぇらーど	0
ジェラードン	じぇらーどん	0
ジェラール	じぇらーる	0
ジェラール・グリゼー	じぇらーるぐりぜー	0
ジェラール・ドブリュー	じぇらーるどぶりゅー	0
ジェラール・フェルナンデス	じぇらーるふぇるなんです	0
ジェリコのラッパ	じぇりこのらっぱ	0
ジェリコ先輩	じぇりこせんぱい	0
ジェリド	じぇりど	1
ジェリド・メサ	じぇりどめさ	0
ジェリド湖	じぇりどこ	0
ジェリー	じぇりー	0
ジェリーストーン	じぇりーすとーん	0
ジェリードーナツ	じぇりーどーなつ	0
ジェリーボーイ	じぇりーぼーい	0
ジェリー・サンズ	じぇりーさんず	0
ジェル	じぇる	0
ジェルジェル	じぇるじぇる	1
ジェルジュ・リゲティ	じぇるじゅりげてぃ	1
ジェルマ66	じぇるまだぶるしっくす	0
ジェルメーヌ・タイユフェール	じぇるめーぬたいゆふぇーる	1
ジェレミア・ゴットアルト	じぇれみあごっとあると	0
ジェレミア・ゴットバルト	じぇれみあごっとばると	0
ジェレミー	じぇれみー	0
ジェレミー・アボット	じぇれみーあぼっと	0
ジェレミー・クラークソン	じぇれみーくらーくそん	0
ジェレミー・バージェス	じぇれみーばーじぇす	0
ジェレミー・パウエル	じぇれみーぱうえる	0
ジェレミー・ベンサム	じぇれみーべんさむ	0
ジェレミー・レナー	じぇれみーれなー	0
ジェロ	じぇろ	0
ジェロニモ	じぇろにも	0
ジェロニモ(Fate)	あくびをするひと	0
ジェロニモ(キン肉マン)	じぇろにも	1
ジェローム	じぇろーむ	0
ジェローム(ファイアーエムブレム)	じぇろーむ	0
ジェローム・ギズバット	じぇろーむぎずばっと	1
ジェローム・ストーン	じぇろーむすとーん	0
ジェンガ	じぇんが	0
ジェンガ(40メートルp)	じぇんがよんじゅうめーとるぴー	1
ジェンガP	じぇんがぴい	0
ジェンガでナイト!	じぇんがでないと	0
ジェンキンス(アズールレーン)	じぇんきんす	1
ジェンキン寿司	じぇんきんすし	0
ジェンキン寿司（動画投稿者）	じぇんきんずし	0
ジェンコ	じぇんこ	0
ジェンソン・バトン	じぇんそんばとん	0
ジェンダ	じぇんだ	0
ジェンダーバイアス	じぇんだーばいあす	0
ジェンダーフリー	じぇんだーふりー	0
ジェンダー・バイアス	じぇんだーばいあす	1
ジェンツーペンギン	じぇんつーぺんぎん	0
ジェンツーペンギン(けものフレンズ)	じぇんつーぺんぎん	0
ジェンティルドンナ	じぇんてぃるどんな	0
ジェンティルドンナ(ウマ娘)	じぇんてぃるどんな	0
ジェンデレ	じぇんでれ	0
ジェントルマン	じぇんとるまん	0
ジェントルマン(Shadowverse)	じぇんとるまん	0
ジェントルワン	じぇんとるわん	0
ジェントルー	じぇんとるー	0
ジェンマの章	じぇんまのしょう	1
ジェンマエンジニアリング	じぇんまえんじにありんぐ	0
ジェヴォーダンの獣	じぇゔぉーだんのけもの	0
ジェーコブ	じぇーこぶ	1
ジェーソン・ジョンソン	じぇーそんじょんそん	0
ジェーデ	じぇーで	1
ジェーデ(ファイアーエムブレム)	じぇーで	0
ジェーナス(艦これ)	じぇーなす	0
ジェーニャ	じぇーにゃ	0
ジェームス	じぇーむす	1
ジェームス・ハント	じぇーむずはんと	0
ジェームス・ブキャナン	じぇーむすぶきゃなん	1
ジェームス・ブラウン	じぇーむすぶらうん	1
ジェームス三木	じぇーむすみき	0
ジェームス（きかんしゃトーマス）	じぇーむす	0
ジェームズ	じぇーむず	0
ジェームズ・j・ヘックマン	じぇーむずじぇーへっくまん	1
ジェームズ・m・ブキャナン	じぇーむずえむぶきゃなん	1
ジェームズ・アレキサンダー・マーリーズ	じぇーむずあれきさんだーまーりーず	0
ジェームズ・ウッド	じぇーむずうっど	0
ジェームズ・ウッド（野球）	じぇーむずうっど	0
ジェームズ・キャメロン	じぇーむずきゃめろん	0
ジェームズ・ゴードン	じぇーむずごーどん	0
ジェームズ・ジョセフ・ヘックマン	じぇーむずじょせふへっくまん	0
ジェームズ・トービン	じぇーむずとーびん	0
ジェームズ・ボンド	じぇーむずぼんど	0
ジェームズ・ポッター	じぇーむずぽったー	0
ジェームズ・マギル・ブキャナン・ジュニア	じぇーむずまぎるぶきゃなんじゅにあ	0
ジェームズ・マクドナルド	じぇーむずまくどなるど	0
ジェームズ・マクラウド	じぇーむずまくらうど	0
ジェームズ・メイ	じぇーむずめい	0
ジェームズ・モリアーティ(Fate)	じぇーむずもりあーてぃ	1
ジェームズ・モリアーティ(ルーラー)	じぇーむずもりあーてぃ	0
ジェームズ・ロルフ	じぇーむずろるふ	1
ジェーン	じぇーん	0
ジェーンかわいいね	じぇーんかわいいね	1
ジェーン・T・ゴッドフリー	じぇーんごっどふりー	0
ジェーン・ターナー	じぇーんたーなー	0
ジェーン・ロイヤル	じぇーんろいやる	0
ジェー・シー・スタッフ	じぇーしーすたっふ	1
ジエゴコスタ	じえごこすた	1
ジエゴ・コスタ	じえごこすた	0
ジエンゴ	じえんご	0
ジエンド	じえんど	0
ジエン・モーラン	じえんもーらん	0
ジエン・モーラン亜種	じえんもーらんあしゅ	1
ジエ・リヴォース	じえりゔぉーす	0
ジエーゴ	じえーご	0
ジオ=ヴェガ	じおゔぇが	0
ジオくん	じおくん	0
ジオさん	じおさん	1
ジオイド弾	じおいどだん	0
ジオウ	じおう	1
ジオグリフ	じおぐりふ	0
ジオゲッサー	じおげっさー	1
ジオシティーズ	じおしてぃーず	0
ジオチャン	じおちゃん	0
ジオット・キャスピタ	じおっときゃすぴた	0
ジオヅム	じおづむ	0
ジオニストホイホイ	じおにすとほいほい	0
ジオニズム	じおにずむ	0
ジオニック	じおにっく	0
ジオニック(mad製作者)	じおにっく	0
ジオニックフロント	じおにっくふろんと	1
ジオニックフロント 機動戦士ガンダム0079	じおにっくふろんときどうせんしがんだむだぶるおーせぶんてぃないん	0
ジオメトリック∮ティーパーティー	じおめとりっくてぃーぱーてぃー	0
ジオライト	じおらいと	0
ジオライド	じおらいど	1
ジオライナー	じおらいなー	1
ジオラマ	じおらま	0
ジオレッドレンジャー	じおれっどれんじゃー	1
